ec_code,ec_description
67106010,"Bananas with apples and pears, baby food, strained, Gerber Second Foods"
67106030,"Bananas with orange, baby food, strained, Gerber Second Foods"
67308020,"Bananas, baby food, junior, Gerber Third Foods, Beech-Nut Stage 3"
67308000,"Bananas, baby food, NS as to strained or junior"
67105030,"Bananas, baby food, strained, Beech-Nut Stage 1, Gerber First Foods, Beech-Nut Stage 1 Starter Size, Earth's Best, Gerber Second Foods, Beech-Nut Stage 2"
9040,"Bananas, raw"
74406010,"Barbecue sauce, BBQ sauce"
13252500,"Barfi or Burfi, Indian dessert, with nuts, made from milk and/or cream and/or Ricotta cheese"
57801000,"Barley cereal, baby food, dry, instant, Beech-Nut Stage 1, Gerber First Foods"
58401010,"Barley soup, home recipe, canned, or ready-to-serve, beef barley, chicken barley, mushroom barley soup"
58401200,"Barley soup, sweet, with or without nuts, Asian Style, Chinese ""Health Soup"""
56200410,"Barley, fat added, all liquids"
56200400,"Barley, no added fat, all liquids"
56200390,"Barley, NS as to fat, all liquids"
20006,"Barley, pearled, cooked"
20005,"Barley, pearled, raw"
26103120,"Barracuda, baked or broiled, fat added, sauteed, fried with no coating, NS as to fat"
26103121,"Barracuda, baked or broiled, no added fat, sauteed, fried with no coating"
26103130,"Barracuda, coated, baked or broiled, fat added, NS as to fat"
26103131,"Barracuda, coated, baked or broiled, no added fat"
26103140,"Barracuda, coated, fried, fried, NS as to coating"
26103110,"Barracuda, cooked, NS as to cooking method"
26103160,"Barracuda, steamed or poached"
53441210,"Basbousa, semolina dessert dish"
2044,"Basil, fresh"
75109400,"Basil, raw"
41601160,"Bean and ham soup, canned, reduced sodium, prepared with water or ready-to-serve, Healthy Choice Bean and Ham Soup"
41601110,"Bean and ham soup, chunky style, canned or ready-to-serve, Campbell's chunky style, bean soup with pork or bacon, chunky style"
41601180,"Bean and ham soup, home recipe, bean with bacon or pork soup, home recipe"
41210000,"Bean cake, lentil, soybean"
41310900,"Bean chips, hummus, chickpea, garbanzo bean, black bean, popped bean chips, bean puffs, lentil chips"
41205050,"Bean dip, made with refried beans, Jalapeno pepper bean dip, bean dip, NFS"
91407150,"Bean paste, sweetened, Japanese red beans, azuki or red bean paste"
75302080,"Bean salad, yellow and/or green string beans, three bean salad"
41601140,"Bean soup, home recipe"
41601130,"Bean soup, mixed beans, home recipe, canned or ready-to-serve, 15-bean soup"
41601010,"Bean soup, NFS, Navy bean soup"
41601090,"Bean soup, with macaroni, home recipe, canned, or ready-to-serve, Pasta e Fagioli, NFS, Pasta e Fagioli with or without meat, bean and rice soup"
75207021,"Bean sprouts, cooked, with or without fat"
75101000,"Bean sprouts, raw, soybean or mung"
41601020,"Bean with bacon or ham soup, canned or ready-to-serve, bean with pork soup"
58161320,"Beans and brown rice, lentils, peas, all other beans except red, black, or pinto"
41206030,Beans and franks
58160100,"Beans and rice, from fast food / restaurant, lentils, peas, all other beans except red, black, or pinto"
58160132,"Beans and rice, with meat, lentils, peas, beans, all kinds"
58160120,"Beans and rice, with tomatoes, beans, all kinds, lentils, peas"
41202510,"Beans and tomatoes, fat added"
41202510,"Beans and tomatoes, fat added, beans with tomato sauce, dried beans, all kinds, NS as to fat"
41202505,"Beans and tomatoes, no added fat, dried beans, all kinds with tomato sauce"
58160110,"Beans and white rice, lentils, peas, all other beans except red, black, or pinto, all types of rice except brown"
41208100,"Beans with meat, NS as to type, dried peas, all beans excluding pinto, black, kidney, and refried"
43449,"Beans, baked, canned, no salt added"
16006,"Beans, baked, canned, plain or vegetarian"
16010,"Beans, baked, canned, with pork and sweet sauce"
16018,"Beans, black turtle, mature seeds, canned"
16017,"Beans, black turtle, mature seeds, cooked, boiled, without salt"
16316,"Beans, black, mature seeds, canned, low sodium"
16015,"Beans, black, mature seeds, cooked, boiled, without salt"
16014,"Beans, black, mature seeds, raw"
41101060,"Beans, from canned, NS as to type, fat added, NS as to fat, NS as to meat"
41101070,"Beans, from canned, NS as to type, no added fat"
41101010,"Beans, from dried, NS as to type, fat added"
41101010,"Beans, from dried, NS as to type, fat added, NS as to fat, NS as to meat, frozen"
41101020,"Beans, from dried, NS as to type, no added fat, frozen"
41101080,"Beans, from fast food / restaurant, NS as to type, dried peas, all beans excluding pinto, black, kidney, refried, and baked"
16026,"Beans, great northern, mature seeds, canned"
16326,"Beans, great northern, mature seeds, canned, low sodium"
76401020,"Beans, green string, baby food, junior, Beech-Nut Stage 3"
76401000,"Beans, green string, baby food, NS as to strained or junior"
76401010,"Beans, green string, baby food, strained, Beech-Nut Stage 1, Gerber First Foods, Gerber Second Foods, Beech-Nut Stage 2"
76401060,"Beans, green string, baby food, toddler, Gerber Graduates Green Beans"
16028,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt"
16337,"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium"
16034,"Beans, kidney, red, mature seeds, canned, solids and liquids"
16033,"Beans, kidney, red, mature seeds, cooked, boiled, without salt"
43125,"Beans, liquid from stewed kidney beans"
41100990,"Beans, NFS"
16041,"Beans, pink, mature seeds, cooked, boiled, without salt"
16347,"Beans, pinto, mature seeds, canned, solids and liquids, low sodium"
16043,"Beans, pinto, mature seeds, cooked, boiled, without salt"
16042,"Beans, pinto, mature seeds, raw (Includes foods for USDA's Food Distribution Program)"
11729,"Beans, snap, green, canned, no salt added, drained solids"
11056,"Beans, snap, green, canned, regular pack, drained solids"
11061,"Beans, snap, green, frozen, cooked, boiled, drained without salt"
11052,"Beans, snap, green, raw"
11732,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt"
16050,"Beans, white, mature seeds, cooked, boiled, without salt"
16048,"Beans, yellow, mature seeds, cooked, boiled, without salt"
23323500,"Bear, cooked"
23334100,"Beaver, cooked"
27415110,Beef and broccoli
27610120,"Beef and egg noodles, baby food, junior, Beech-Nut Stage 3 Dinner, Gerber Third Foods Dinner"
27610100,"Beef and egg noodles, baby food, NS as to strained or junior"
27610110,"Beef and egg noodles, baby food, strained, Beech-Nut Stage 2 Dinner, Gerber Second Foods Dinner"
27212050,"Beef and macaroni with cheese sauce, Hamburger Helper Cheddar'n Bacon, Hamburger Helper Nacho Cheese"
27212300,Beef and noodles with cream or white sauce
27212200,Beef and noodles with gravy
58302050,"Beef and noodles with meat sauce and cheese, diet frozen meal, Weight Watchers Ziti Macaroni, Weight Watchers Pasta Rigatoni"
27212400,Beef and noodles with mushroom sauce
27212500,Beef and noodles with soy-based sauce
27212100,"Beef and noodles with tomato-based sauce, beef casserole, NFS, Hamburger Helper, NFS, Hamburger Helper Chili Tomato, Hamburger Helper Lasagna, Hamburger Helper Zesty Italian"
27212000,"Beef and noodles, no sauce, Hamburger Helper Beef Noodle"
27211500,Beef and potatoes with cheese sauce
27211190,"Beef and potatoes with cream sauce, white sauce or mushroom sauce, Hamburger Helper Potato Stroganoff"
27211000,"Beef and potatoes, no sauce"
28310420,"Beef and rice soup, Puerto Rican style, Sopa de carne y arroz"
27213600,"Beef and rice with cheese sauce, Hamburger Helper Cheesy Enchilada"
27213300,Beef and rice with cream sauce
27213200,Beef and rice with gravy
27213400,Beef and rice with mushroom sauce
27213500,"Beef and rice with soy-based sauce, Asian Helper Beef Fried Rice"
27213100,Beef and rice with tomato-based sauce
27213000,"Beef and rice, no sauce"
27416500,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy"
27410220,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce"
27415200,"Beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce"
27416450,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy"
27410210,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce"
27415100,"Beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce"
27416100,"Beef and vegetables, Hawaiian style"
27510130,"Beef barbecue submarine sandwich, on bun, Sloppy Joe, on bun, NS as to type of meat, Manwich prepared with beef, on bun"
21417110,"Beef brisket, cooked, lean and fat eaten"
21417120,"Beef brisket, cooked, lean only eaten"
21417100,"Beef brisket, cooked, NS as to fat eaten"
28340179,"Beef broth, less or reduced sodium, canned or ready-to-serve, beef bouillon or consomme, lower sodium"
28310160,"Beef broth, with tomato, home recipe"
28310170,"Beef broth, without tomato, home recipe"
27111200,"Beef burgundy, beef bourguignonne"
27313110,Beef chow mein or chop suey with noodles
27415150,"Beef chow mein or chop suey, no noodles"
27116100,Beef curry
27116110,"Beef curry with rice, lamb, mutton, goat, pork"
27116100,"Beef curry, lamb, mutton, goat, pork"
28110000,"Beef dinner, NFS, frozen meal"
58402020,"Beef dumpling soup, home recipe, canned or ready-to-serve"
32105240,"Beef egg foo yung, young"
58306010,"Beef enchilada dinner, NFS, frozen meal"
58306020,"Beef enchilada, chili gravy, rice, refried beans, frozen meal"
58306020,"Beef enchilada, chili gravy, rice, refried beans, frozen meal, Mexican frozen meal, NFS, Banquet Value Beef Enchilada Meal"
27111100,Beef goulash
27212150,Beef goulash with noodles
27211150,"Beef goulash with potatoes, beef goulash, NFS"
21602100,"Beef jerky, Slim Jim, Big Jerk, Super Jerk, Giant Jerk"
25110120,"Beef liver, braised, calves or veal liver, goat liver, lamb liver"
25110140,"Beef liver, fried, calves or veal liver, liver, NFS, broiled, sauteed, NS as to cooking method"
58402010,"Beef noodle soup, canned or ready-to-serve"
58402100,"Beef noodle soup, home recipe"
28310320,"Beef noodle soup, Puerto Rican style, Sopa de carne y fideos"
27317010,"Beef pot pie, Greek meat pie, sirloin burger pie"
58402030,"Beef rice soup, home recipe, canned or ready-to-serve"
27411150,"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce, roulades, paupiettes, bracciola"
27416250,Beef salad
27510000,"Beef sandwich, NFS"
25220150,Beef sausage with cheese
25220105,"Beef sausage, fresh, smoked, heat and serve, brown and serve, pre-cooked, or NFS, bulk, crumbled, link, patty, or stick, breakfast sausage, half smoke"
25220106,"Beef sausage, reduced fat, fresh, smoked, heat and serve, brown and serve, pre-cooked, or NFS, bulk, crumbled, link, patty, or stick, breakfast sausage, lowfat or low fat, light or lite"
25220108,"Beef sausage, reduced sodium, fresh, smoked, heat and serve, brown and serve, pre-cooked, or NFS, bulk, crumbled, link, patty, or stick, breakfast sausage, half smoke, less or lower sodium"
27410250,"Beef shish kabob with vegetables, excluding potatoes"
28110620,"Beef short ribs, boneless, with barbecue sauce, potatoes, vegetable, frozen meal, Armour Dinner Classics Boneless Beef Short Ribs"
27111500,"Beef sloppy joe, no bun, Manwich prepared with beef"
27418410,"Beef steak with onions, Puerto Rican style, Puerto Rican style stewed steak, Biftec encebollado"
21104120,"Beef steak, battered, fried, lean and fat eaten, country fried steak, chicken fried steak"
21104130,"Beef steak, battered, fried, lean only eaten, country fried steak, chicken fried steak"
21104110,"Beef steak, battered, fried, NS as to fat eaten, country fried steak, chicken fried steak"
21105120,"Beef steak, braised, lean and fat eaten"
21105130,"Beef steak, braised, lean only eaten"
21105110,"Beef steak, braised, NS as to fat eaten"
21103120,"Beef steak, breaded or floured, baked or fried, lean and fat eaten"
21103130,"Beef steak, breaded or floured, baked or fried, lean only eaten"
21101120,"Beef steak, broiled or baked, lean and fat eaten"
21101130,"Beef steak, broiled or baked, lean only eaten"
21101110,"Beef steak, broiled or baked, NS as to fat eaten"
21102120,"Beef steak, fried, lean and fat eaten"
21102130,"Beef steak, fried, lean only eaten"
21102110,"Beef steak, fried, NS as to fat eaten"
21101010,"Beef steak, NS as to cooking method, lean and fat eaten"
21101020,"Beef steak, NS as to cooking method, lean only eaten"
27311420,"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy"
27311320,"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
27311410,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy"
27311310,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27311310,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce, meatball stew, NFS, beef stew, NFS, canned or ready to serve, Dinty Moore Beef Stew"
27211200,"Beef stew with potatoes, gravy"
27218210,"Beef stew with potatoes, Puerto Rican style, Carne guisada con papas"
27211100,"Beef stew with potatoes, tomato-based sauce, beef stew with potatoes, NS as to base"
27211110,"Beef stew with potatoes, tomato-based sauce, Mexican style, Carne guisada con papas"
27418210,"Beef stew with vegetables excluding potatoes, Puerto Rican style, Carne a la Judia"
27601000,"Beef stew, baby food, toddler, Beech-Nut Table Time Vegetable Stew with Beef, Gerber Graduates Vegetable Stew with Beef"
22905,"Beef stew, canned entree"
27118180,"Beef stew, meat with gravy, no potatoes, Puerto Rican style, Carne guisada"
27111300,"Beef stew, no potatoes, tomato-based sauce, Mexican style, Carne guisada sin papas"
27111310,"Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style, Carne guisada con chile"
27113100,Beef stroganoff
28317010,"Beef stroganoff soup, chunky style, home recipe, canned or ready-to-serve, creamed beef soup"
27212350,"Beef stroganoff with noodles, Hamburger Helper Beef Stroganoff"
27416300,"Beef taco filling: beef, cheese, tomato, taco sauce"
28315050,"Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve, Campbell's Chunky beef and vegetable soups"
28315140,"Beef vegetable soup, home recipe, Mexican style, Cocido de Res, Sopa or Caldo de Res"
27214300,Beef wellington
27113000,Beef with cream or white sauce
27112000,"Beef with gravy, country style"
27114000,Beef with mushroom sauce
27115000,Beef with soy-based sauce
28113140,"Beef with spaetzle or rice, vegetable, frozen meal, Budget Gourmet Peppersteak with Rice, Stouffer Green Pepper Steak"
27116300,Beef with sweet and sour sauce
27111000,"Beef with tomato-based sauce, beef with tomatoes"
28110150,"Beef with vegetable, diet frozen meal"
27414200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce"
27411200,"Beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce"
27414100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce"
27411100,"Beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce, beef stew without potatoes"
27610710,"Beef with vegetables, baby food, strained, Beech-Nut Stage 2 Beef Dinner Supreme"
27610730,"Beef with vegetables, baby food, toddler, Gerber Chunky Foods Vegetables and Beef"
21701020,"Beef, baby food, junior, Gerber Third Foods"
21701000,"Beef, baby food, NS as to strained or junior"
21701010,"Beef, baby food, strained, Beech-Nut Stage 1 Beef and Broth, Gerber Second Foods"
21601000,"Beef, bacon, cooked"
21601010,"Beef, bacon, reduced sodium, cooked, less or lower sodium"
13367,"Beef, brisket, whole, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"
13368,"Beef, brisket, whole, separable lean only, trimmed to 0"" fat, all grades, cooked, braised"
28310110,"Beef, broth, bouillon, or consomme, broth, NFS"
23090,"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised"
