upc_code,upc_description,aisle,ec_code,ec_description,dist
38318102317,"Cheez-It Grooves, Crunchy Cheese Snack Crackers, Bold Cheddar, Perfect for Snacking, 9oz Box",rice cakes,27343960,"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",0.26007756591101605
12521412447,"Fisher Chef's Naturals Pecan Halves, 24oz, Naturally Gluten Free, No Preservatives, Non-GMO",nuts and seeds,19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",0.26013585570547604
26801881047,"Angie's BOOMCHICKAPOP Sweet and Salty Kettle Corn Popcorn, Gluten Free, Party Size 10 oz.",popcorn,28340220,"Chicken soup with noodles and potatoes, Puerto Rican style, Sopa de pollo con fideos y arroz",0.2601689249993573
72004197361,"GoGo squeeZ yogurtZ Berry, 3 oz. (4 Pouches) - Kids Snacks Made from Real Yogurt & Fruit - Pantry Friendly Snack, No Fridge Needed - No Preservatives - Kosher Certified - Gluten Free Snacks for Kids",yogurt,25221870,"Turkey or chicken and pork sausage, Jimmy Dean Light Turkey and Pork, 77% Fat Free, Sausage, fresh, smoked, heat and serve, brown and serve, pre-cooked, or NFS, bulk, crumbled, link, patty, or stick, breakfast sausage",0.26018228943960375
92574214100,"Guerrero White Corn Tortillas, Gluten Free, Trans Fat Free, Small Soft Taco Size, 30 Count",bread,55301055,"French toast sticks, whole grain, whole wheat, multigrain, from home, store, or other place (excluding frozen)",0.260354549511176
23009185356,"Reese's, Candy, Milk Chocolate Peanut Butter Cup Miniatures Party Bag, 35.6 oz",chocolate candy,19896,"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar",0.26051930646428045
59587201070,"HERSHEY'S SPECIAL DARK Chocolate Bars, Mildly Sweet Dark Chocolate, Sugar Free, 3 Ounce",chocolate candy,27320025,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",0.26059689453518864
44371487319,"COFFEE MATE Caramel Latte Powder Coffee Creamer 15 oz. Canister Non-dairy, Lactose Free Creamer",dairy alternatives,12210505,"Coffee creamer,powder, sugar free, flavored, fat free, light, lite, low fat, Coffee Mate, Carnation",0.26069807385596855
59587201070,"HERSHEY'S SPECIAL DARK Chocolate Bars, Mildly Sweet Dark Chocolate, Sugar Free, 3 Ounce",chocolate candy,10883,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",0.260728140038485
64206216266,"Wonderful Pistachios, No-Shell, Roasted and Salted, 6 Oz",nuts and seeds,27251010,"Stewed salmon, Puerto Rican style, Salmon guisado",0.2607452071737786
94749932593,"Orville Redenbacher's SmartPop! Kettle Corn Popcorn, 1.16 Ounce Single Serve Bag, 12-Count",popcorn,27420270,"Ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",0.2608302808302809
82286324341,"Earth Balance Mindful Dressing & Sandwich Spread, Made With Olive Oil, 16 oz.",butter,27550400,"Fish sandwich, fried, on white bun, fillet, crispy, breaded, on bread or roll",0.2609916125541125
16417582004,"Ocean Spray Craisins Dried Cranberries Infused with Pomegranate Juice, 6 Ounce Resealable Bag",dried fruit,58156710,"Rice with stewed beans, Puerto Rican style, Arroz guisado con habichuelas, Arroz mamposteado",0.26104614568850193
12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",rice cakes,13120792,"Ice cream cone, chocolate, prepackaged, with nuts",0.2611317254174397
73539071815,"Mission Burrito Flour Tortillas, Trans Fat Free, Authentic, Large Size, 8 Count",bread,52103000,"Biscuit, from fast food / restaurant, regular, plain, buttermilk, ready-to-eat",0.26114103240289954
53389454961,"Califia Farms Almond Milk, Non Dairy, Sugar Free, Keto Friendly, Whole 30, Vegan, Plant Based, Nut Milk, Non-GMO, Unsweetened, 48 Ounce, (Pack of 1)",dairy alternatives,25221450,"Pork sausage rice links, Jones Dairy Farm light links, fresh, smoked, heat and serve, brown and serve, pre-cooked, or NFS, bulk, crumbled, link, patty, or stick, breakfast sausage",0.26118557612971016
96165588989,"Red Raspberries, 6 oz",fruit,53310000,"Pie, raspberry, one crust",0.2613227513227514
12273705010,"Paleo Pancake & Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, 12 oz",baking mixes,26127124,"Perch, baked or broiled, made with cooking spray, sauteed, fried with no coating, freshwater bass, bluegill, crappie, sunfish, walleye",0.261339377557007
17108191538,"Manischewitz, Mix Potato Pancake, 6 Oz",baking mixes,41104250,"Pinto beans with meat, calico",0.2614550424592772
92574214100,"Guerrero White Corn Tortillas, Gluten Free, Trans Fat Free, Small Soft Taco Size, 30 Count",bread,71201210,"Potato chips, restructured, fat free, made with Olean or Olestra, fat free Pringles, potato crisps, light",0.26178718400940626
62722490794,"Healthy Choice Power Dressing Plant-Based Keto Friendly Salad Dressing, 12 Fl Oz",popcorn,26127110,"Perch, cooked, NS as to cooking method, freshwater bass, bluegill, crappie, sunfish, walleye",0.2618530020703934
25774836100,"Fisher Chef's Naturals Chopped Walnuts, 32 Ounces, Raw, Unsalted, Naturally Gluten Free, No Preservatives, Non-GMO, Keto, Paleo, Vegan Friendly",nuts and seeds,92130020,"Coffee, pre-sweetened with sugar, from vending machine, NS as to regular or decaffeinated, NS as to type of sweetener",0.2619388226864863
39540792766,"Lundberg Organic Brown Rice Cakes, Salt-Free, 8.5 oz, Gluten-Free, Vegan, USDA Certified Organic, Non-GMO Verified, Kosher, Whole Grain Brown Rice",rice cakes,53243000,"Cookie, vanilla sandwich, Vienna Fingers, Cameos, butter sandwich cookie, Golden Oreos, Keebler EL Fudge (Elfin) sanwich cookie",0.2621508558726483
55477337625,"Kashi GO Breakfast Cereal, Vegan Protein, Fiber Cereal, Peanut Butter Crunch, 13.2oz Box (1 Box)",cereals,53234250,"Cookie, peanut butter with rice cereal, no bake, peanut butter bar cookie",0.2624200629273723
73539071815,"Mission Burrito Flour Tortillas, Trans Fat Free, Authentic, Large Size, 8 Count",bread,75219034,"Mushrooms, fresh, cooked with butter or margarine, animal fat, shortening, from restaurant",0.26248394789946805
77915841759,"SkinnyPop Popped Sweet & Salty Kettle Popcorn, Vegan, Gluten-free, Non-GMO, Healthy Snacks, 5.3oz Grocery Sized Bag",popcorn,32130420,"Egg omelet or scrambled egg, with tomatoes, NS as to fat, peppers, onions, and other vegetables",0.2624863007092946
31429132591,"PLANTERS Deluxe Mixed Nuts with Hazelnuts, 15.25 oz. Resealable Canister - Cashews, Almonds, Hazelnuts, Pistachios & Pecans Roasted in Peanut Oil with Sea Salt - Kosher Savory Snack",nuts and seeds,58146602,"Pasta, whole grain, with tomato-based sauce, home recipe, whole wheat pasta, spaghetti, any shape pasta, marinara, red sauce, NS sauce kind, NS source",0.2624923265807245
18729034508,"Chicken of the Sea, Pink Salmon, 5 Oz",seafood,27242250,Chicken or turkey and noodles with mushroom sauce,0.2625245390222348
23324098105,Atkins Chocolate Peanut Butter Pretzel Protein Meal Bar. Sweet and Salty. Keto-Friendly. (5 Bars),bars,27430410,"Lamb or mutton stew with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",0.26252954873002077
42738536461,"Wonderful Pistachios, No Shells, Honey Roasted, 5.5 Ounce Resealable Pouch",nuts and seeds,19345,"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",0.26253851253851257
40531359678,"Stonyfield Organic Kids Strawberry Vanilla & Blueberry Lowfat Yogurt Cups Variety Pack, 4 oz. Each, 6 Ct",yogurt,27341320,"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",0.2626316584649919
79593405094,"Lundberg Organic Brown Rice Cakes, Cinnamon Toast, 9.5oz, Gluten-Free, Vegan, Whole Grain, Kosher, USDA Certified Organic, Non-GMO Verified",rice cakes,26121121,"Mackerel, baked or broiled, no added fat, sauteed, fried with no coating, enenui, garfish, ono, needlefish, wahoo",0.2627251160269879
12767409505,"Quaker Rice Cakes, Chocolate Crunch, 7.23 oz",rice cakes,53102800,"Cake or cupcake, Black Forest, chocolate cherry",0.2628120106843512
25840759532,"KIND Healthy Grains Clusters, Dark Chocolate Granola, 10g Protein, Gluten Free, Non GMO, 11 Ounce (Pack of 1)",cereals,27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",0.2628694116165987
72493373782,"Ocean Spray Craisins Dried Cranberries, 6 Ounce Resealable Bag",dried fruit,8599,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE, RAISIN BRAN CLUSTERS",0.2628727715697988
67106559484,"Blue Diamond Almonds Gluten Free Smokehouse Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",nuts and seeds,10227,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, cooked",0.26290824440409066
36494466063,"Vital Farms 1 Dozen Pasture-Raised Eggs, Large, Brown, Grade A Certified Humane, 12 Ct",eggs,75224047,"Green peas, frozen, cooked with butter or margarine, English peas, animal fat, shortening",0.263280727061864
58172072764,"KIND Healthy Grains Bars, Oats & Honey with Toasted Coconut, Non GMO, Gluten Free, 5 Count per pack, 6.2 Ounce",bars,24134301,"Chicken leg, drumstick and thigh, sauteed, skin not eaten, any source, NS as to skin eaten, with or without fat",0.2637764246459898
25840759532,"KIND Healthy Grains Clusters, Dark Chocolate Granola, 10g Protein, Gluten Free, Non GMO, 11 Ounce (Pack of 1)",cereals,13130310,"Light ice cream, chocolate, fat or sugar free, reduced fat or sugar, in a cup, scoop",0.2639098923502594
96041947986,"Asparagus, 1 Bunch",vegetables,75202034,"Asparagus, canned, cooked with oil",0.2640522875816993
96041947986,"Asparagus, 1 Bunch",vegetables,75202031,"Asparagus, frozen, cooked with oil",0.2640522875816993
12273705010,"Paleo Pancake & Waffle Mix by Birch Benders, Low-Carb, High Protein, High Fiber, Gluten-free, Low Glycemic, Prebiotic, Keto-Friendly, 12 oz",baking mixes,27540185,"Chicken fillet sandwich, fried, on wheat bun, patty, crispy, breaded, on bread or roll, multigrain, whole grain, or whole wheat",0.26416378708057175
75993257898,Breyers Ice Cream for a Delicious Dessert Chocolate Ice Cream Made with Real Dutch Cocoa 48 oz,ice cream,75603010,"Celery soup, cream of, prepared with milk, home recipe, canned or ready-to-serve, NS as to made with milk or water",0.26418851966282453
58172072764,"KIND Healthy Grains Bars, Oats & Honey with Toasted Coconut, Non GMO, Gluten Free, 5 Count per pack, 6.2 Ounce",bars,24130210,"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten, NS as to skin eaten, any source",0.2643104472719078
71919590402,Ben & Jerry's Non-Dairy Frozen Dessert Peanut Butter and Cookies Certified vegan ice cream 16 oz,ice cream,14026,"Beverages, THE COCA-COLA COMPANY, NOS Zero, energy drink, sugar-free with guarana, fortified with vitamins B6 and B12",0.2645141787583647
62595756834,"Kerrygold Pure Irish Butter, Unsalted, 8 oz",butter,51133020,"Bread, sour dough, toasted, pre-sliced or not",0.2646610065214716
73539071815,"Mission Burrito Flour Tortillas, Trans Fat Free, Authentic, Large Size, 8 Count",bread,92900100,"Fruit flavored drink, with high vitamin C, powdered, not reconstituted, Tang, all flavors",0.26477106985590426
38318102317,"Cheez-It Grooves, Crunchy Cheese Snack Crackers, Bold Cheddar, Perfect for Snacking, 9oz Box",rice cakes,24701010,"Chicken, baby food, strained, Beech-Nut Stage 1 Chicken and Broth, Gerber Second Foods",0.26488217236447775
41398329682,"ACME, Nova Smoked Salmon, Pre-sliced, 4 oz",seafood,51000100,"Bread, NS as to major flour, pre-sliced, commercial",0.2648926237161531
10138173311,"PLANTERS Deluxe Salted Mixed Nuts, 34 oz. Resealable Canister - Contains Cashews, Almonds, Pecans, Pistachios & Hazelnuts Seasoned with Sea Salt",nuts and seeds,58146150,"Pasta with tomato-based sauce and cheese, Baked Ziti, spaghetti, any shape pasta, marinara, red sauce, NS sauce kind",0.2649498133888828
20009885985,"Back to Nature Gluten Free Crackers, Non-GMO Multi-Seed Rice Thins, 4 Ounce",rice cakes,58404510,"Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve",0.26501934770591484
35652824971,Gala Apples,fruit,91407100,Guava paste,0.26515151515151514
36494466063,"Vital Farms 1 Dozen Pasture-Raised Eggs, Large, Brown, Grade A Certified Humane, 12 Ct",eggs,58157310,"Congee, with meat, poultry, and/or seafood, and vegetables, Conjee, rice porridge or gruel, Asian",0.26518906823390176
64206216266,"Wonderful Pistachios, No-Shell, Roasted and Salted, 6 Oz",nuts and seeds,42104110,"Cashews, unsalted, plain, roasted, not coated",0.26525680732997814
42738536461,"Wonderful Pistachios, No Shells, Honey Roasted, 5.5 Ounce Resealable Pouch",nuts and seeds,10073,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",0.26530597583229176
16417582004,"Ocean Spray Craisins Dried Cranberries Infused with Pomegranate Juice, 6 Ounce Resealable Bag",dried fruit,27212050,"Beef and macaroni with cheese sauce, Hamburger Helper Cheddar'n Bacon, Hamburger Helper Nacho Cheese",0.26534498207885304
38318102317,"Cheez-It Grooves, Crunchy Cheese Snack Crackers, Bold Cheddar, Perfect for Snacking, 9oz Box",rice cakes,22535,"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",0.265346898070557
56581294880,"Almond Breeze Blue Diamond, Almond milk, Lactose free, Vanila, 64 Oz",dairy alternatives,26123121,"Mullet, baked or broiled, no added fat, sauteed, fried with no coating",0.2654570919276802
42738536461,"Wonderful Pistachios, No Shells, Honey Roasted, 5.5 Ounce Resealable Pouch",nuts and seeds,19916,"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",0.26556895809652037
31745117279,"Kellogg's Nutri-Grain, Soft Baked Breakfast Bars, Strawberry, Made with Whole Grain, Value Pack, 20.8 oz (16 Count)",bars,58100160,"Burrito with meat, beans, and rice, Taco Bell Grilled Stuft Burrito, with beef, steak, pork, sausage, and/or chorizo",0.2656842631315921
95926363745,"Nature Valley Chewy Granola Bars, Protein Variety Pack, Gluten Free, 21.3 oz, 15 ct",bars,58165430,"Rice, brown, with vegetables and gravy, NS as to fat, any type of vegetable",0.26581910977242307
86259121203,"Nature's Path Organic Gluten Free Granola, Honey Almond, 11 Oz Pouch",cereals,27161010,"Meat loaf, Puerto Rican style, Rollo de carne, Albondigon",0.2658376332989336
55883816995,"Quaker Chewy Dipps Chocolatey Covered Granola Bars, Peanut Butter, 14 Bars",bars,27351010,"Codfish with starchy vegetables, Puerto Rican style, Serenata de bacalao",0.2658408408408408
25911283940,"Love Crunch Organic Granola, Dark Chocolate Macaroon, 11.5 Oz, Non GMO, Fairtrade, by Nature's Path",cereals,27320070,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",0.26584653878231856
99012918815,"Aqua Star, Cooked Peeled Tail-on Shrimp, 71-90ct, 2 lb (Frozen)",seafood,26215120,"Turtle, cooked, NS as to cooking method, terrapin",0.2658730158730158
57269697112,"Orville Redenbacher's Naturals Simply Salted Microwave Popcorn, 3.29 Oz, 6 count",popcorn,13120782,"Ice cream cone, soft serve, vanilla, other flavors, swirl, McDonald's Cone",0.2658855283855285
85223028183,"Cheez-It Gripz, Tiny Baked Snack Cheese Crackers, Original, Great for On-the-Go, 12.6oz Box (14 Count)",rice cakes,27640050,"Chicken and rice dinner, baby food, strained, Beech-Nut Stage 2, Gerber Tropical Foods",0.26593371668611065
94749932593,"Orville Redenbacher's SmartPop! Kettle Corn Popcorn, 1.16 Ounce Single Serve Bag, 12-Count",popcorn,27420350,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",0.2660386473429952
44371487319,"COFFEE MATE Caramel Latte Powder Coffee Creamer 15 oz. Canister Non-dairy, Lactose Free Creamer",dairy alternatives,12210310,"Coffee creamer, liquid, sugar free, flavored, Coffee Mate, Carnation, International Delight, Mocha Mix",0.2660693623541922
36494466063,"Vital Farms 1 Dozen Pasture-Raised Eggs, Large, Brown, Grade A Certified Humane, 12 Ct",eggs,75224050,"Green peas, canned, cooked with butter or margarine, English peas, animal fat, shortening",0.2660821260246399
46502293069,"Carrington Farms USDA Certified Organic Grass Fed Ghee, 12oz., Compare Our Cost Per Ounce",butter,13110210,"Ice cream, soft serve, chocolate, frozen custard, NS as to ice cream or frozen yogurt, in a cup",0.2661103729702192
32108002478,"Reese's Puffs Breakfast Cereal, Chocolate Peanut Butter with Whole Grain, 11.5oz",cereals,27422010,"Pork chop stewed with vegetables, Puerto Rican style, Chuletas a la jardinera",0.26617288961038965
